Address,Latitude,Longitude,Type
Mekanesa,8.988343,38.7315822,"neighborhood,political"
Nyala motors,9.0106073,38.8019521,"car_dealer,establishment,point_of_interest,store"
Plazza Hotel,9.0121819,38.7777553,"establishment,lodging,point_of_interest"
Rotael Police ,9.0416719,38.750749,"establishment,point_of_interest,police"
Saris Radisco,8.9451405,38.7706822,"establishment,point_of_interest"
Sishu Sarbet,8.9873164,38.7447587,"establishment,food,point_of_interest,restaurant"
Snap plaza,8.9898014,38.7876308,"establishment,point_of_interest,shopping_mall"
Stadium,9.0130655,38.756779,"establishment,point_of_interest,stadium"
Amster,8.987739,38.7872395,"establishment,food,point_of_interest,restaurant"
(ECA)Kazanchis,9.0132644,38.7678042,route
Abisiniya Hotel,9.0063841,38.7826181,"establishment,lodging,point_of_interest"
Addis International School,9.0364311,38.7724812,"establishment,point_of_interest,school"
Airport-Domestic ,8.9800689,38.7989319,"airport,establishment,point_of_interest"
Amabasader Hotel,8.9920334,38.7882155,"establishment,lodging,point_of_interest"
Arat kilo Sanford,9.0364311,38.7724812,"establishment,point_of_interest,school"
Ayat Square,9.0234472,38.8717911,"establishment,point_of_interest"
Azeb pension,9.024717,38.790602,"establishment,lodging,point_of_interest"
Azemar Hotel,9.0147357,38.7837279,"establishment,lodging,point_of_interest"
Bambis Supermarket,9.0100176,38.772033,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket"
Bata Hotel,9.0149886,38.7850392,"establishment,lodging,point_of_interest"
Bata Restaurant,8.9862885,38.7746787,"establishment,food,point_of_interest,restaurant"
Bisrat Gebriel,8.9914822,38.7266726,"church,establishment,place_of_worship,point_of_interest"
Bole DH Geda,8.9896428,38.7865512,"establishment,point_of_interest,shopping_mall"
Bole Medhanialem,8.9960687,38.7894876,"church,establishment,place_of_worship,point_of_interest"
"Bole, School of Tomorrow",9.010325,38.7907138,"establishment,point_of_interest"
Bole(cargo),8.9800689,38.7989319,"airport,establishment,point_of_interest"
CMC ,9.0082027,38.8510787,"establishment,health,point_of_interest"
DH Geda Bole ,8.9896428,38.7865512,"establishment,point_of_interest,shopping_mall"
"ECA, Kazanchis",9.0132644,38.7678042,route
Ederase,8.9847827,38.7557975,"establishment,point_of_interest"
Edna mall,8.9973888,38.7867701,"establishment,point_of_interest"
Effoi Pizza,8.9906191,38.7838173,"bar,establishment,night_club,point_of_interest"
Ethiopia Hotel,9.016298,38.767855,"establishment,lodging,point_of_interest"
GerJI,9.0062194,38.8231602,"neighborhood,political"
Getfam Hotel,9.0147357,38.7837279,"establishment,lodging,point_of_interest"
Gold Bar,8.995529,38.787224,"establishment,lodging,point_of_interest"
Gurde Shola,9.0177958,38.8159694,"neighborhood,political"
Hahiulonize,8.9906191,38.7838173,"bar,establishment,night_club,point_of_interest"
"ICS, Sarbet",8.9963835,38.7279819,"establishment,point_of_interest,school"
Kazanchis ,9.0165737,38.7760791,"neighborhood,political"
"Kazanchis, Menahria",9.0197859,38.7679142,"establishment,point_of_interest"
Louver Hotel,9.0249363,38.7870877,"establishment,lodging,point_of_interest"
National bank,9.017294,38.7504807,"bank,establishment,finance,point_of_interest"
Radison Blue ,9.016298,38.767855,"establishment,lodging,point_of_interest"
Realiance Hotel,8.9918149,38.7877786,"establishment,lodging,point_of_interest"
Red Musium ,9.0100214,38.7631385,"establishment,museum,point_of_interest"
Reliane Hotel,8.9918149,38.7877786,"establishment,lodging,point_of_interest"
Romi Restaurant,9.0019719,38.7821982,"establishment,food,point_of_interest,restaurant"
Sarbet Shoa Supermarket,9.0216574,38.8321128,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket"
Serender Club,9.0071343,38.7766578,"establishment,night_club,point_of_interest"
Shewa Supermarket,8.9960685,38.772252,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket"
Tsehay Real Estate,9.0216495,38.8534498,"establishment,point_of_interest,real_estate_agency"
vatican Embassy,8.9886199,38.7362266,"embassy,establishment,point_of_interest"
Yedro Gumruk,8.9800689,38.7989319,"airport,establishment,point_of_interest"
Yerer Alemayehu,8.9993334,38.8207591,premise
Yohannis Church,9.0421215,38.745555,"church,establishment,place_of_worship,point_of_interest"
Yugo Church,8.9928348,38.7918998,"church,establishment,place_of_worship,point_of_interest"
Kera,8.9947488,38.7525257,"neighborhood,political"
Ambasel Wollo sefer,8.9855585,38.767268,premise
Belvu Hotel,9.0216412,38.8028996,"establishment,lodging,point_of_interest"
Birsrate Gebriel,8.9914822,38.7266726,"church,establishment,place_of_worship,point_of_interest"
Biruk hotel,8.9970743,38.780892,"establishment,lodging,point_of_interest"
Bole ( mafi mall ),8.9963835,38.7876821,"cafe,establishment,food,point_of_interest,shopping_mall"
Bole School of Tomorrow,9.010325,38.7907138,"establishment,point_of_interest"
Bole Solo madjet,8.9800689,38.7989319,"airport,establishment,point_of_interest"
Bole(Vankuish),8.9996672,38.7849496,"bar,establishment,night_club,point_of_interest"
Boston Day Spa,8.9907495,38.7837711,"establishment,point_of_interest,spa"
Dembel City,9.004895,38.767084,"establishment,point_of_interest,shopping_mall"
"Desa Hotel, Lideta",9.0063465,38.7315822,"establishment,point_of_interest"
Ellily Hotel,9.0144345,38.7689649,"establishment,lodging,point_of_interest"
"Flamingo, Ministry of Industry",9.0088253,38.7643871,"establishment,point_of_interest"
Getu Comercial,9.0023505,38.7694194,"establishment,point_of_interest"
Golden Turp,8.995529,38.787224,"establishment,lodging,point_of_interest"
Golf Club Kaldis Coffee,8.9951953,38.7389638,"cafe,establishment,food,point_of_interest"
Haya Hulet (Gebriel Hospital),9.0162255,38.7893983,"establishment,point_of_interest"
"Haya Hulet, Rebecca Building",9.0162255,38.7893983,"establishment,point_of_interest"
HillSide School,9.0279223,38.8326895,"establishment,point_of_interest,school"
Immigration,9.0221167,38.7507261,"establishment,point_of_interest"
Jupiter Hotel,9.0162482,38.7684143,"establishment,lodging,point_of_interest"
Lafto Comdominium,8.9544298,38.746636,"establishment,point_of_interest,premise"
Lalibela Appartment,8.995698,38.7583119,"establishment,lodging,point_of_interest"
Meneharia,9.016298,38.767855,"establishment,lodging,point_of_interest"
Millinum Hall,8.9902942,38.7895542,"city_hall,establishment,local_government_office,point_of_interest"
Monister,9.0286004,38.7656879,"establishment,point_of_interest"
National Musesium,9.0383933,38.7617288,"establishment,museum,point_of_interest"
"Nib Bank, Kazanchis",9.0131957,38.7696425,"bank,establishment,finance,point_of_interest"
Paulos Hospital,9.0476832,38.7280995,"establishment,hospital,point_of_interest"
Piassa Haron Tower,9.0290386,38.7519122,premise
Plaza Hotel,9.0121819,38.7777553,"establishment,lodging,point_of_interest"
Presedential Hotel,8.9976452,38.7791292,"establishment,food,point_of_interest,restaurant"
Raddison Blue ,9.016298,38.767855,"establishment,lodging,point_of_interest"
Radison Hotel,9.016298,38.767855,"establishment,lodging,point_of_interest"
Rebecca Building ,9.0155921,38.7847956,premise
Salco's,9.0115694,38.8215212,route
Sheraton Addis,9.015466,38.769788,"establishment,lodging,point_of_interest"
"Total, Tezena",8.9952728,38.7155465,"establishment,hospital,point_of_interest"
Vitaican Emabassy,8.9886199,38.7362266,"embassy,establishment,point_of_interest"
Wesen Sunshine,9.009046,38.7648904,"establishment,general_contractor,point_of_interest"
"wollsefer, Amabasader Building ",8.9856636,38.7677787,"establishment,point_of_interest"
Yerer ,9.0007611,38.8218528,"neighborhood,political"
Kazanchis/Effoy,9.0025438,38.7796968,"establishment,food,point_of_interest,restaurant"
Kazanachis,9.0165737,38.7760791,"neighborhood,political"
kera down town,8.9947488,38.7525257,"neighborhood,political"
Ginfle Wekema,9.0327026,38.7668387,"establishment,movie_theater,point_of_interest,premise"
Adwa Bridge,9.0233025,38.777402,"establishment,lodging,point_of_interest"
Angla Morning Star,8.9968206,38.7863919,"establishment,point_of_interest,shopping_mall"
Arat Kilo Selase Church,9.0308544,38.7664298,"church,establishment,place_of_worship,point_of_interest"
Atlas Gold Bar,9.0037118,38.7805761,"bar,establishment,night_club,point_of_interest"
Bahir Zaf,9.016658,38.784208,"establishment,food,point_of_interest,restaurant"
Foreign Minister,9.0184044,38.7623703,"establishment,point_of_interest"
Gerji / Taxi Tera,8.9948271,38.8090941,"establishment,point_of_interest,shopping_mall"
Golden Shola,8.995529,38.787224,"establishment,lodging,point_of_interest"
Golden Tulip hotel,8.995529,38.787224,"establishment,lodging,point_of_interest"
Istanbul Restaurant,8.9927617,38.784705,"establishment,food,point_of_interest,restaurant"
Japan Embassy,9.0114665,38.8065185,"embassy,establishment,point_of_interest"
Kazanchis International  ,9.0162482,38.7684143,"establishment,lodging,point_of_interest"
Mariot Hotel,9.010417,38.765156,"establishment,lodging,point_of_interest"
Delux Furniture,8.9897223,38.7726215,"establishment,furniture_store,home_goods_store,point_of_interest,store"
SORETE SPA,8.9954105,38.7759849,"establishment,point_of_interest,spa"
Tekelhaimanot Aseb Hotel,9.0407087,38.7508634,"establishment,lodging,point_of_interest"
Wello Sefer Amanuel Building ,8.9924014,38.7757111,"establishment,lodging,point_of_interest"
Zikwala (Bambis),9.0100176,38.772033,"establishment,point_of_interest"
Admas Pavalion,8.9947383,38.7392132,"establishment,point_of_interest,shopping_mall"
Amesterdam Restaurant,8.987739,38.7872395,"establishment,food,point_of_interest,restaurant"
Aratkilo condominium,9.0361657,38.7630358,"bus_station,establishment,point_of_interest,transit_station"
Ayat kebron Demna Church,9.0308544,38.7664298,"church,establishment,place_of_worship,point_of_interest"
Balderas,9.028504,38.7844597,"establishment,lodging,point_of_interest"
Bole (meti Building),9.0005536,38.7835126,"establishment,point_of_interest"
Bole Mati mole ,8.9800689,38.7989319,"airport,establishment,point_of_interest"
ECA Gate 3,9.0132644,38.7678042,route
Freindship,8.9940225,38.7847689,"establishment,lodging,point_of_interest"
Kazanchis Total,8.988469,38.748711,"establishment,gas_station,point_of_interest"
Nazrawi Hotel,8.9932355,38.7664011,"establishment,lodging,point_of_interest"
Sarbet(fantu),8.9928215,38.7382435,"bus_station,establishment,point_of_interest,transit_station"
Sidra Hotel,9.013387,38.796627,"establishment,lodging,point_of_interest"
Snap Plaza,8.9898014,38.7876308,"establishment,point_of_interest,shopping_mall"
Tomoca Coffee,9.0308647,38.7507747,"cafe,establishment,food,point_of_interest"
"Wollo sefer, Amabasel Building ",8.9856636,38.7677787,"establishment,point_of_interest"
Yowed Abissinya,8.99108,38.7935252,"establishment,food,point_of_interest,restaurant"
Agora,9.0149043,38.7545829,"establishment,lodging,point_of_interest"
Dodi Restaurant,8.99944,38.7816501,"establishment,food,point_of_interest,restaurant"
Ayat Sunshine ,8.998764,38.785166,"establishment,point_of_interest,real_estate_agency"
Bole Lion Tree,8.9906572,38.7839216,"establishment,food,point_of_interest,restaurant"
Condominum,8.9847827,38.7557975,"establishment,point_of_interest"
Eyrusalem Hotel ,9.0461053,38.7421664,"establishment,lodging,point_of_interest"
Totot Kitfo,9.0071802,38.8062483,"establishment,food,point_of_interest,restaurant"
Haya Hulet Mulmul Bakery,9.0197481,38.7886906,"establishment,lodging,point_of_interest"
Hillton Hotel,9.018495,38.76496,"establishment,lodging,point_of_interest"
Ibex Hotel,8.9889053,38.7714278,"establishment,lodging,point_of_interest"
Leghar Axum Farmacy,9.0121711,38.7465276,"establishment,health,pharmacy,point_of_interest,store"
Legtafo ,8.998764,38.785166,"establishment,point_of_interest,real_estate_agency"
"Lideta, Nur Building ",9.0063465,38.7315822,"establishment,point_of_interest"
Sarbet Admasu ,8.9928215,38.7382435,"bus_station,establishment,point_of_interest,transit_station"
Summit Feyel Bet,9.0073597,38.8590302,"establishment,lodging,point_of_interest"
Wollo sefer ,8.992472,38.7754249,"neighborhood,political"
Kotebe ,9.0309397,38.8323109,"neighborhood,political"
Abakiros Church,9.0578204,38.8798571,"church,establishment,place_of_worship,point_of_interest"
Abysinia Guest House,9.0063841,38.7826181,"establishment,lodging,point_of_interest"
Adisu Gebeya,9.0589511,38.736527,"establishment,point_of_interest,shopping_mall"
Airport ,8.9800689,38.7989319,"airport,establishment,point_of_interest"
Bole ( OSS Building ),8.9800689,38.7989319,"airport,establishment,point_of_interest"
Bemnet ,8.9992602,38.7892468,"establishment,food,point_of_interest,restaurant"
Cichiniya Grand Pizza,9.0192706,38.8385957,"establishment,lodging,point_of_interest"
ECA Office ,9.01475,38.7642074,"establishment,point_of_interest"
Estanbul Bar,8.9927617,38.784705,"establishment,food,point_of_interest,restaurant"
Fangam Restaurant,8.9989801,38.7707893,"establishment,food,point_of_interest,restaurant"
lafto Mall,8.9902836,38.7259215,"establishment,point_of_interest,shopping_mall"
Mekanisa Sebahr,8.979734,38.723085,"establishment,point_of_interest,store"
Mexico (AU),9.0122623,38.7468421,"establishment,lodging,point_of_interest"
Minilik Hospital ,9.0384681,38.7742874,"establishment,hospital,point_of_interest"
Nexus Hotel,9.0076114,38.805524,"establishment,lodging,point_of_interest"
Niyala Motors ,9.0106073,38.8019521,"car_dealer,establishment,point_of_interest,store"
Olompia ,9.0043588,38.7680892,"bus_station,establishment,point_of_interest,transit_station"
Piassa Arada Hotel,9.0407087,38.7508634,"establishment,lodging,point_of_interest"
Reliance Hotel,8.9918149,38.7877786,"establishment,lodging,point_of_interest"
Sami Building ,9.0013255,38.8013425,premise
Sheger Building ,8.9987784,38.7852989,premise
Summit Condominium,8.9902515,38.8558538,"establishment,point_of_interest"
Summit Factory,9.0040823,38.8538752,"establishment,point_of_interest,premise"
"Bole Airport(Old Gumruk),Addis Ababa",8.9800689,38.7989319,"airport,establishment,point_of_interest"
Korta Hotel,9.016298,38.767855,"establishment,lodging,point_of_interest"
5 loafs Hotel,9.0165737,38.7760791,"neighborhood,political"
CCD,8.9900914,38.7924305,"establishment,point_of_interest"
Gerji Emperial,9.0165737,38.7760791,"neighborhood,political"
Getu Commercial ,9.0023505,38.7694194,"establishment,point_of_interest"
Haya Hulet Auraris Hotel ,9.0099976,38.7879752,"establishment,lodging,point_of_interest"
Home Town Hotel ,9.0027793,38.7794943,"establishment,lodging,point_of_interest"
karl Square ,8.9976452,38.7307478,"church,establishment,place_of_worship,point_of_interest"
Yolly Building ,9.0051509,38.7805521,"establishment,lodging,point_of_interest"
Zola Hotel,9.0038634,38.7972683,"establishment,lodging,point_of_interest"
Bailamos ,8.9921308,38.7814134,"bar,establishment,point_of_interest"
Bole Friend Ship,8.9940225,38.7847689,"establishment,lodging,point_of_interest"
Bole High School ,8.9987996,38.787665,"establishment,point_of_interest,school"
Bole Yougo Church,8.9928348,38.7918998,"church,establishment,place_of_worship,point_of_interest"
"Bole, Fantu",8.9919682,38.7818654,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket"
"CMC, Yellow Building ",9.0279223,38.8326895,"establishment,point_of_interest,school"
Elri Restaurant ,8.9989801,38.7707893,"establishment,food,point_of_interest,restaurant"
Enderase Condominium ,8.9847827,38.7557975,"establishment,point_of_interest"
Flamingo ,9.0088253,38.7643871,"establishment,food,point_of_interest,restaurant"
Galani Coffee,9.0067602,38.8177381,"cafe,establishment,food,point_of_interest,store"
Ghion Hotel,9.013381,38.7610321,"establishment,lodging,point_of_interest"
"Gold Caf_, Opium Resturant ",9.0045893,38.7820172,"establishment,food,point_of_interest,restaurant"
Hamle 19,9.0591153,38.7665933,"establishment,park,point_of_interest,premise"
Haya Hulet Gabon Embassy,9.0162255,38.7893983,"establishment,point_of_interest"
Hill side School ,9.0279223,38.8326895,"establishment,point_of_interest,school"
Hilton Hotel,9.018495,38.76496,"establishment,lodging,point_of_interest"
kara chishu Burger,8.9873164,38.7447587,"establishment,food,point_of_interest,restaurant"
Lem Hotel,9.0148745,38.783239,"establishment,light_rail_station,point_of_interest,transit_station"
lem Hotel,9.0148745,38.783239,"establishment,light_rail_station,point_of_interest,transit_station"
Road Transport Authority,9.0196701,38.7997874,"establishment,point_of_interest,premise"
Meneharia Hotel,9.016298,38.767855,"establishment,lodging,point_of_interest"
Mexico  ,9.0102287,38.7445091,"bank,establishment,finance,point_of_interest"
Nordic Medical,8.9843355,38.7781414,"establishment,hospital,point_of_interest"
Sarbet ,8.9928215,38.7382435,"bus_station,establishment,point_of_interest,transit_station"
Summit Pepsi Factory,9.0040823,38.8538752,"establishment,point_of_interest,premise"
Summit pepsi Factory,9.0040823,38.8538752,"establishment,point_of_interest,premise"
"Sunshine, Chicken Hut ",8.9974276,38.7870135,"establishment,food,point_of_interest,restaurant"
Teklehymanot ,9.0313986,38.7465133,"establishment,hospital,point_of_interest"
Wasamar Hotel,8.99197,38.78183,"establishment,lodging,point_of_interest"
Water Gate Hotel,8.990776,38.7658623,"establishment,lodging,point_of_interest"
"Yerer, Urael Church",9.0023249,38.8244525,"church,establishment,place_of_worship,point_of_interest"
Yod Abyssinia,8.9967992,38.7317707,"establishment,food,point_of_interest,restaurant"
tunity,9.0011031,38.8077972,"establishment,point_of_interest,university"
Totot,9.0071802,38.8062483,"establishment,food,point_of_interest,restaurant"
TK,8.9881536,38.7912816,"establishment,point_of_interest"
Techno style kazanchis,9.0115198,38.7693227,"establishment,point_of_interest"
Surbek/kings hotel,9.018495,38.76496,"establishment,lodging,point_of_interest"
summit yetebaberut,9.0136265,38.8377981,"establishment,hospital,point_of_interest"
Soreti spa,8.9954105,38.7759849,"establishment,point_of_interest,spa"
shiromeda,9.0631941,38.7585536,"church,establishment,place_of_worship,point_of_interest"
"shenter central hotel,22",9.0162482,38.7684143,"establishment,lodging,point_of_interest"
Saromariya hotel,8.9943528,38.7852252,"establishment,lodging,point_of_interest"
sarbet church,8.9974567,38.7386187,"church,establishment,place_of_worship,point_of_interest"
Ras amba,9.0316722,38.77107,"establishment,lodging,point_of_interest"
Plaza hotel,9.0121819,38.7777553,"establishment,lodging,point_of_interest"
Olompia line hotel,9.016298,38.767855,"establishment,lodging,point_of_interest"
National,9.0127949,38.7624683,"establishment,lodging,point_of_interest"
Morning star bole,8.9968206,38.7863919,"establishment,point_of_interest,shopping_mall"
Morning star  ,8.9968206,38.7863919,"establishment,point_of_interest,shopping_mall"
Lucky building,8.9948998,38.785032,premise
lancha  ,8.9903452,38.7591886,"establishment,point_of_interest"
kuas meda,8.9582474,38.7710094,"establishment,point_of_interest"
kokeb building (24),9.0184777,38.6985784,premise
kazanchis Elilly,9.0144345,38.7689649,"establishment,lodging,point_of_interest"
ION,9.0127949,38.7624683,"establishment,lodging,point_of_interest"
Hilton  ,9.018495,38.76496,"establishment,lodging,point_of_interest"
Hayken hotel kelifa building,9.018495,38.76496,"establishment,lodging,point_of_interest"
gurd shola,9.0189812,38.8140918,"establishment,point_of_interest,shopping_mall"
Greek club(bole),9.0084889,38.7685824,"establishment,food,point_of_interest,restaurant"
Gotera condominium 46,8.9847827,38.7557975,"establishment,point_of_interest"
getham hotel,9.0147357,38.7837279,"establishment,lodging,point_of_interest"
getfam,9.0147357,38.7837279,"establishment,lodging,point_of_interest"
Genet hotel(AU),9.003332,38.7477141,"establishment,lodging,point_of_interest"
Gebreal 22 hospital,9.0136265,38.8377981,"establishment,hospital,point_of_interest"
Gate 4,8.9800689,38.7989319,"airport,establishment,point_of_interest"
Gaizebo,9.0389511,38.7623263,"bar,establishment,food,night_club,point_of_interest,restaurant"
Flert,8.9948506,38.7851216,"bar,establishment,night_club,point_of_interest"
flamingo,9.0088253,38.7643871,"establishment,food,point_of_interest,restaurant"
Eilliliy,9.0144345,38.7689649,"establishment,lodging,point_of_interest"
edna mall   ,8.9973888,38.7867701,"establishment,point_of_interest"
dream line hotel,8.9951333,38.7670022,"bar,establishment,lodging,point_of_interest"
down town 22,9.0076103,38.7882869,"establishment,food,point_of_interest,restaurant"
debredamo,9.0156763,38.7849911,"establishment,lodging,point_of_interest"
cmc a medical clinic,8.9994166,38.8077972,"establishment,hospital,point_of_interest"
cameroon embassy,9.0012008,38.7694656,"embassy,establishment,point_of_interest"
bulgaria,9.012586,38.7790057,"embassy,establishment,point_of_interest"
bole highschool,8.9987996,38.787665,"establishment,point_of_interest,school"
bole desalech kitfo,8.9875174,38.7885786,"establishment,food,point_of_interest,restaurant"
Ayat zone 3,9.0158921,38.8139838,route
Ayat translation,9.0082027,38.8510787,"establishment,health,point_of_interest"
ayat ami kitfo,9.0234472,38.8717911,"establishment,point_of_interest"
Astara hotel(Riche),9.0030766,38.7582985,"establishment,lodging,point_of_interest"
Asko,9.0596699,38.6916506,"bank,establishment,finance,point_of_interest"
ali embassy,9.0305289,38.788079,"embassy,establishment,point_of_interest"
Adate sinma(sarbet),8.9947383,38.7392132,"establishment,point_of_interest,shopping_mall"
3gna police station,9.0181561,38.7683145,"establishment,point_of_interest,police"
22 stadium,9.0130655,38.756779,"establishment,point_of_interest,stadium"
2000 habesha  ,9.0014322,38.7815495,"establishment,food,point_of_interest,restaurant"
-------,8.9806034,38.7577605,"locality,political"
Babis,9.0368176,38.7578014,"establishment,point_of_interest,premise,school"
Addis Ababa,8.9806034,38.7577605,"locality,political"
Cherkos,9.0024496,38.7629949,"political,sublocality,sublocality_level_1"
Bole   ,8.9800689,38.7989319,"airport,establishment,point_of_interest"
Maffi Mall,8.9963835,38.7876821,"cafe,establishment,food,point_of_interest,shopping_mall"
Fulen's College,9.0483613,38.7268978,"establishment,health,point_of_interest,university"
"24,Kokeb building",9.0184777,38.6985784,premise
Relianer Hotel,8.9918149,38.7877786,"establishment,lodging,point_of_interest"
Sheraton Hotel,9.015466,38.769788,"establishment,lodging,point_of_interest"
Yoliy I,9.0051509,38.7805521,"establishment,lodging,point_of_interest"
MKS BAR,8.9995109,38.7851796,"establishment,food,point_of_interest,restaurant"
Jubile's lounge,9.0109313,38.7841402,"bar,establishment,night_club,point_of_interest"
Sheraton  ,9.0081017,38.7648417,"establishment,lodging,point_of_interest"
Summit condo,8.9902515,38.8558538,"establishment,point_of_interest"
Torhailoch Mekonenoch,9.0128546,38.7242317,"establishment,food,point_of_interest,restaurant"
Asko Bar ,8.9907466,38.7837717,"bar,establishment,night_club,point_of_interest"
Atlas Mosque ,9.0330252,38.7410731,"establishment,mosque,place_of_worship,point_of_interest"
CMC Compound ,9.0205438,38.8476442,"establishment,point_of_interest"
Dembel Round About ,9.004895,38.767084,"establishment,point_of_interest,shopping_mall"
Ferdika,9.019046,38.770218,"establishment,point_of_interest"
"German Baker, Kazanchis ",9.0125044,38.769456,"bakery,establishment,food,point_of_interest,store"
Haya Arat Condominium,8.9917075,38.7878232,route
"Kara Torhailoch,Addis Ababa",8.991897,38.782873,"establishment,lodging,point_of_interest"
Lideta ,9.0063465,38.7315822,"political,sublocality,sublocality_level_1"
Luvera Hotel,9.016298,38.767855,"establishment,lodging,point_of_interest"
MKS Pizza,8.9995109,38.7851796,"establishment,food,point_of_interest,restaurant"
"Piassa, Ethiofe ",9.0371838,38.7551432,"neighborhood,political"
Summit Flint Stone ,9.0008487,38.8367987,"establishment,point_of_interest"
Yod Abysinia,8.99108,38.7935252,"establishment,food,point_of_interest,restaurant"
capital bole,8.9831138,38.8100855,"political,sublocality,sublocality_level_1"
TK building ,8.9884189,38.7914701,"establishment,point_of_interest,shopping_mall"
zerihun building /22,9.0142633,38.7821707,"establishment,point_of_interest,real_estate_agency"
NEWYORK CAFE,8.9889325,38.7884491,"establishment,food,point_of_interest,restaurant"
yention hotel ,9.016298,38.767855,"establishment,lodging,point_of_interest"
denberua hospital ,9.0204196,38.7865371,"establishment,hospital,point_of_interest"
japan embassy ,9.0114665,38.8065185,"embassy,establishment,point_of_interest"
safri addis hotel,9.016298,38.767855,"establishment,lodging,point_of_interest"
atlas hotel ,9.0037118,38.7805761,"establishment,lodging,point_of_interest"
atlas romi burger,9.0019719,38.7821982,"establishment,food,point_of_interest,restaurant"
bole medhanialem curch,8.9960687,38.7894876,"church,establishment,place_of_worship,point_of_interest"
aware adebabay ,9.0325877,38.7540594,premise
geez bar,9.0166736,38.7823083,"bar,establishment,point_of_interest"
ziquala complex,9.0100176,38.772033,"establishment,point_of_interest"
Wollosefer ,8.992472,38.7754249,"neighborhood,political"
Alexandria Hotel,8.995026,38.778203,"establishment,lodging,point_of_interest"
"Atlas,Kozi Place",9.002911,38.779171,"establishment,lodging,point_of_interest"
Bastean Day Spa ,8.9907495,38.7837711,"establishment,point_of_interest,spa"
"Bole,Beza Building",8.9939157,38.7901792,premise
"Bole,Ednamall",8.9973888,38.7867701,"establishment,point_of_interest"
"Bole,Fantu Supermarket",8.9919682,38.7818654,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket"
"Bole,Kategna",8.9947604,38.7906521,"establishment,food,point_of_interest,restaurant"
"Bole,Oasis Buildining",8.9968696,38.7872154,premise
"Bole,Oromia Tower",9.0109168,38.7978256,premise
Carl Square,8.9976452,38.7307478,"church,establishment,place_of_worship,point_of_interest"
"Cherechil,Gusto Restaurant",9.022215,38.7519188,"establishment,food,point_of_interest,restaurant"
CMC figa,9.0040823,38.8538752,"establishment,point_of_interest,premise"
"Dembel,Ethiopian Commission investement",9.0064066,38.7673858,"establishment,point_of_interest"
Desalegn Hotel,9.0000679,38.7796659,"establishment,lodging,point_of_interest"
Elily Hotel,9.0144345,38.7689649,"establishment,lodging,point_of_interest"
Fendeka,9.019046,38.770218,"establishment,point_of_interest"
Friendship mall,8.989722,38.7861854,"establishment,point_of_interest,shopping_mall"
"Gerji,Condominium",8.9953646,38.8096758,"establishment,point_of_interest"
"Gerji,Mebrat Haile",9.0043525,38.8099221,premise
"Kazanchis,Enderiase",8.9847827,38.7557975,"establishment,point_of_interest"
Meskel Square,9.0102464,38.7613592,"establishment,neighborhood,point_of_interest,political"
Swidish Embassy,9.0186023,38.7490083,"embassy,establishment,point_of_interest"
"Wello sefer,Ambasel Building",8.9856636,38.7677787,"establishment,point_of_interest"
"Kazanchis,Jupiter Hotel",9.0162482,38.7684143,"establishment,lodging,point_of_interest"
"Kazanchis,Lita Building",9.0165951,38.765763,"establishment,point_of_interest"
Addis Ababa University,9.040386,38.7633221,"establishment,point_of_interest,university"
Bedesta Building,9.0061278,38.767803,"establishment,point_of_interest,shopping_mall"
Eliyana Hotel,9.0304239,38.7511453,"establishment,lodging,point_of_interest"
Gerji Flintstone,9.0008487,38.8367987,"establishment,point_of_interest"
German Square,8.9643517,38.7326431,"establishment,point_of_interest,premise"
Meskel flower ,8.9957193,38.7666632,route
Mks Pizza,8.9995109,38.7851796,"establishment,food,point_of_interest,restaurant"
Opium Bar,9.0045893,38.7820172,"establishment,food,point_of_interest,restaurant"
Ramadan Hotel,8.991897,38.782873,"establishment,lodging,point_of_interest"
Rock Bottom,8.9898753,38.7727297,"establishment,point_of_interest"
Semen Hotel,9.0440595,38.7490502,"establishment,lodging,point_of_interest"
Sim Guest House,9.0212561,38.7490606,"establishment,lodging,point_of_interest"
Top View,9.0225554,38.8034105,"establishment,food,point_of_interest,restaurant"
V-Lounge,9.0138749,38.7697939,"bar,establishment,night_club,point_of_interest"
"Kazanchis,Nib bank",9.0153431,38.7529602,"bank,establishment,finance,point_of_interest"
Kebe,8.9956646,38.7923866,"cafe,establishment,food,point_of_interest"
2000 Habesha(Saviour),9.0014322,38.7815495,"establishment,food,point_of_interest,restaurant"
Aba Building,9.0129396,38.7306003,"establishment,point_of_interest,school"
"ABC Trading,Greek School",9.0364311,38.7724812,"establishment,point_of_interest,school"
"Bole,Airport",8.9800689,38.7989319,"airport,establishment,point_of_interest"
"Bole,Rwanda",8.9869641,38.7806332,"establishment,point_of_interest,taxi_stand"
Boston Spa,8.9907495,38.7837711,"establishment,point_of_interest,spa"
GurdShola,9.0177958,38.8159694,"neighborhood,political"
Hillside school,9.0279223,38.8326895,"establishment,point_of_interest,school"
Kategna Restaurant ,8.9947604,38.7906521,"establishment,food,point_of_interest,restaurant"
Louvre Hotel,9.0249363,38.7870877,"establishment,lodging,point_of_interest"
